took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,domain
,,,,,,,,seed_target,_doc,19830,1.2055959,outdoorpowersportsusa.com
,,,,,,,,seed_target,_doc,19833,1.2055959,tracymotorsports.com
,,,,,,,,seed_target,_doc,19898,1.2055959,indianmotorcyclesf.com
,,,,,,,,seed_target,_doc,19846,1.2055959,tracymotorsports.com
,,,,,,,,seed_target,_doc,19705,1.2055959,sunsportscycle.com
,,,,,,,,seed_target,_doc,19967,1.2055959,austinskc.com
,,,,,,,,seed_target,_doc,19652,1.2055959,shawneehonda.com
,,,,,,,,seed_target,_doc,19733,1.2055959,stationparkhonda.com
,,,,,,,,seed_target,_doc,19971,1.2055959,performanceeastinc.com
,,,,,,,,seed_target,_doc,19779,1.2055959,ronniesadams.com
,,,,,,,,seed_target,_doc,19990,1.2055959,ricesrushmoremotorsports.com
,,,,,,,,seed_target,_doc,19775,1.2055959,kenssports.com
,,,,,,,,seed_target,_doc,19609,1.2055959,zachosports.com
,,,,,,,,seed_target,_doc,19664,1.2055959,ycpowersportslake.com
,,,,,,,,seed_target,_doc,19848,1.2055959,speedzonegadsden.com
,,,,,,,,seed_target,_doc,19827,1.2055959,westcoastpowersports.com
,,,,,,,,seed_target,_doc,19720,1.2055959,ironmtpowersports.com
,,,,,,,,seed_target,_doc,20016,1.2055959,jetskiofmiami.com
,,,,,,,,seed_target,_doc,19716,1.2055959,gableswc.com
,,,,,,,,seed_target,_doc,19879,1.2055959,harleybay.com
,,,,,,,,seed_target,_doc,19633,1.2055959,teamcharlottemotorsports.com
,,,,,,,,seed_target,_doc,19730,1.2055959,donskawasaki.com
,,,,,,,,seed_target,_doc,19835,1.2055959,woodsfuncenter.com
,,,,,,,,seed_target,_doc,19613,1.2055959,westfieldyamaha.com
,,,,,,,,seed_target,_doc,19662,1.2055959,rockwallhonda.com
,,,,,,,,seed_target,_doc,20017,1.2055959,sunent.com
,,,,,,,,seed_target,_doc,19813,1.2055959,powersportsabrams.com
,,,,,,,,seed_target,_doc,19698,1.1985196,shoalsoutdoorsports.com
,,,,,,,,seed_target,_doc,20024,1.1985196,jetskiofmiami.com
,,,,,,,,seed_target,_doc,19623,1.1985196,zachosports.com
,,,,,,,,seed_target,_doc,19713,1.1985196,whitescyclemarine.com
,,,,,,,,seed_target,_doc,19708,1.1985196,hondayamahaofsavannah.com
,,,,,,,,seed_target,_doc,19602,1.1985196,bakeramericancycle.com
,,,,,,,,seed_target,_doc,37932,1.1985196,huffpowersports.com
,,,,,,,,seed_target,_doc,19985,1.1985196,owensharley.com
,,,,,,,,seed_target,_doc,19686,1.1985196,momsouth.com
,,,,,,,,seed_target,_doc,19941,1.1985196,babbittsonline.com
,,,,,,,,seed_target,_doc,19922,1.1985196,yellowstonemotorsports.com
,,,,,,,,seed_target,_doc,19888,1.1985196,kps-austin-honda.com
,,,,,,,,seed_target,_doc,19891,1.1985196,kps-sa.com
,,,,,,,,seed_target,_doc,19914,1.1985196,wearetheshop.com
,,,,,,,,seed_target,_doc,19747,1.1985196,upcycleandsport.net
,,,,,,,,seed_target,_doc,19805,1.1985196,fuelpowersports.com
,,,,,,,,seed_target,_doc,19776,1.1985196,maxxxmotorsports.com
,,,,,,,,seed_target,_doc,19936,1.1985196,adsmotorsports.com
,,,,,,,,seed_target,_doc,19690,1.1985196,warrensburgcycle.com
,,,,,,,,seed_target,_doc,19668,1.1985196,westsideracing.com
,,,,,,,,seed_target,_doc,19937,1.1985196,marquettepowersports.com
,,,,,,,,seed_target,_doc,19619,1.1985196,brothersmotorsports.com
,,,,,,,,seed_target,_doc,19973,1.1985196,gunandreelsports.com
,,,,,,,,seed_target,_doc,19969,1.1985196,bmgpowersports.com
,,,,,,,,seed_target,_doc,19683,1.1985196,funbikecenter.com
,,,,,,,,seed_target,_doc,19709,1.1985196,hondaws.com
,,,,,,,,seed_target,_doc,19910,1.1985196,twincountymotorsports.com
,,,,,,,,seed_target,_doc,19860,1.1985196,fiveseasonssportscenter.com
,,,,,,,,seed_target,_doc,19868,1.1985196,lakesidemotorsports.net
,,,,,,,,seed_target,_doc,19760,1.1985196,billericamotorsports.com
,,,,,,,,seed_target,_doc,19838,1.1985196,indianmotorcyclesnorthboston.com
,,,,,,,,seed_target,_doc,26458,1.1985196,clarkmarinemaine.com
,,,,,,,,seed_target,_doc,19636,1.1985196,weaverfever.com
,,,,,,,,seed_target,_doc,26455,1.1985196,bayharbormotors.com
,,,,,,,,seed_target,_doc,19627,1.1985196,eurocyclereno.com
,,,,,,,,seed_target,_doc,19856,1.1985196,lakesidemotorsports.net
,,,,,,,,seed_target,_doc,19605,1.1985196,yourwaytofun.com
,,,,,,,,seed_target,_doc,19770,1.1985196,billericamotorsports.com
,,,,,,,,seed_target,_doc,19882,1.1985196,lakesidemotorsports.net
,,,,,,,,seed_target,_doc,19877,1.1985196,talbotpowersports.com
,,,,,,,,seed_target,_doc,26457,1.1985196,kensserviceandsales.com
,,,,,,,,seed_target,_doc,19951,1.1985196,beaverbaysports.com
,,,,,,,,seed_target,_doc,19707,1.1985196,nielsens.com
,,,,,,,,seed_target,_doc,19758,1.1985196,wildwestpowersports.com
,,,,,,,,seed_target,_doc,19694,1.1985196,wildwestmotoplex.com
,,,,,,,,seed_target,_doc,19801,1.1985196,hillsidemotomarine.com
