took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,url
,,,,,,,,seed_target,_doc,28882,5.307869,https://www.tristatefertilizerequipment.com/sprayking-nurse-trailers.html
,,,,,,,,seed_target,_doc,33049,5.307869,http://www.thompsontractor.com/machines/used/agriculture
,,,,,,,,seed_target,_doc,30189,5.307869,https://www.thetrailerplace.com/new-horse-trailers/
,,,,,,,,seed_target,_doc,28222,5.307869,https://www.dorrsequipment.com/equipment/used-equipment/
,,,,,,,,seed_target,_doc,32863,5.307869,https://www.gregorypoole.com/used-equipment/equipment/material-handlers/
,,,,,,,,seed_target,_doc,29629,5.307869,https://www.kirby-smith.com/industries/crane-lifting-services
,,,,,,,,seed_target,_doc,30072,5.307869,https://www.bandsent.com/agriculture/agriculture-service
,,,,,,,,seed_target,_doc,30541,5.307869,https://www.csmtruck.com/inventory/
,,,,,,,,seed_target,_doc,27729,5.307869,https://www.musgraveequipment.com/itemgroup/used-equipment-3
,,,,,,,,seed_target,_doc,30089,5.307869,http://diamondrtrailers.com/Trailers.aspx?c_horses=Stock
,,,,,,,,seed_target,_doc,32879,5.307869,https://www.gregorypoole.com/used-equipment/equipment/buses/
,,,,,,,,seed_target,_doc,27653,5.307869,https://www.goffsequipment.com/search/inventory/usage/Used/sort/best-match
